Year of Reg,Year,CN-8,Comment,CN-8 product name,Explanation,CF
1832/2002,2003,1504 10 99,unchanged,Fish-liver oils and their fractions: – – other: – – – other,"Fish-oil products are considered as by-products. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,1504 20 10,unchanged,"– Fats and oils and their fractions, of fish, other than liver oils: – – Solid fractions ","Fish-oil products are considered as by-products. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,1504 20 90,unchanged,"– Fats and oils and their fractions, of fish, other than liver oils: – – Other","Fish-oil products are considered as by-products. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,1504 30 10,unchanged,"– Fats and oils and their fractions, of marine mammals:– – Solid fractions ","Fish-oil products are considered as by-products. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,1504 30 90,unchanged,"– Fats and oils and their fractions, of marine mammals: – – Other","Fish-oil products are considered as by-products. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,1603 00 10,unchanged,"Extracts and juices of  fish or crustaceans, molluscs or other aquatic invertebrates:- In immediate packings of a net content of 1 kg or less","Considered to be primarily consisting of by-products from fish-, crustaceans- or molluscs-products, where main product's CF is already accounting for by-product share. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,1603 00 80,unchanged,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates: - other","Considered to be primarily consisting of by-products from fish-, crustaceans- or molluscs-products, where main product's CF is already accounting for by-product share. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,1604 11 00,unchanged,"Prepared or preserved salmon, whole or in pieces (excl. minced)","The USA industry reports indicate a yield between 67% (Sockeye) and 65% (Pink) for round salmon. The proposed average CF is thererfor 1,52",1.52
1832/2002,2003,1604 12 10,unchanged,"Fillets of herring, raw, merely coated with butter or breadcrumbs, whether or not pre-fried in oil, frozen","The propsoed CF is the same as for 03042075 (2,05), corrected with tolerance of 20% for the weight of bread cramps (2,05*80%=1,64) (source: Oceanic Developpement survey).",1.64
1832/2002,2003,1604 12 91,unchanged,"Herrings, prepared or preserved, whole or in pieces, in airtight containers (excl. minced herrings and herring fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","this item includes misceleneous products such as marinates which are semi-preserved herring or herring canned in sause. the information on products like rollmops indicate that the weight of herring in can is between 60-70% (average 65%). These products are made from herring fillets for which CF 2,05 was proposed in 0304 20 75. Thus the CF proposed is 2,05*65%=1,33 (source: Oceanic Developpement survey).",1.33
1832/2002,2003,1604 12 99,unchanged,"Herrings, prepared or preserved, whole or in pieces (excl. minced herrings and herring fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen and in airtight containers)",Same assumption as  for 16 04 12 91,1.33
1832/2002,2003,1604 13 11,unchanged,"Sardines, prepared or preserved, whole or in pieces, in olive oil (excl. minced sardines)","Some technical data indicate that we need 2,94 of whole sardine to get 1 kg of meat in can, hence CF 2,94 . The net weight of can (1/6) is 120g for net weight of 85gr which means 71% of fish. CF proposed 2,94*71%=2,09 (source: Oceanic Developpement survey).",2.09
1832/2002,2003,1604 13 19,unchanged,"Sardines, prepared or preserved, whole or in pieces (excl. minced sardines and sardines in olive oil)",Same assumption as for 1604 13 11,2.09
1832/2002,2003,1604 13 90,unchanged,"Prepared or preserved sardinella, brisling or sprats, whole or in pieces (excl. minced)","Sardinella has better yield than sardine. We need about 2,64 kg of sardinella to get 1 kg of meat. In the case of 1/2 high can the net weight of fish (290 gr) represents 71% of total net weight (410 gr) and represents CF of 1,87  (source: Oceanic Developpement survey).",1.87
1832/2002,2003,1604 14 11,unchanged,"Prepared or preserved tunas and skipjack, whole or in pieces, in vegetable oil (excl. minced)","The percentage of fish meat which can be put in cans varies around 36% (2,78) for skipjack and yellowfin tuna. The usual form is 1/4 low can which contains 150g fish meat of 200gr total net weight. This gives an estimated CF 2,08  (source: Oceanic Developpement survey).",2.08
1832/2002,2003,1604 14 16,unchanged,"Fillets known as ""loins"" of tunas or skipjack, prepared or preserved (excl. such products in vegetable oil)","Tuna loins are tuna fillets sometimes precouped and put in bags for later canning. According to information from industry sources the yield vary depending on species and sizes. An yield of tuna loin from whole tuna is 42% which  gives CF 2,38  (source: Oceanic Developpement survey).",2.38
1832/2002,2003,1604 14 18,unchanged,"Prepared or preserved tunas and skipjack (excl. minced, fillets known as ""loins"" and such products in vegetable oil)",Same assumption as for 1604 14 11 ,2.08
1832/2002,2003,1604 14 90,unchanged,"Prepared or preserved bonito ""sarda spp."", whole or in pieces (excl. minced)","In the absence of more data, thee same assumption as for 1604 11 11 ",2.08
1832/2002,2003,1604 15 11,unchanged,"Fillets of mackerel of the species Scomber scombrus and Scomber japonicus, prepared or preserved","For mackerel we need 2,64 kg of whole fish to get 1kg canned mackerel.The can 1/2 high format contains 290g of drained meat for total net weight of 410g (71%), thus CF 1,87 (source: Oceanic Developpement survey).",1.87
1832/2002,2003,1604 15 19,unchanged,"Mackerel of the species Scomber scombrus and Scomber japonicus, prepared or preserved, whole or in pieces (excl. minced mackerel and fillets of mackerel)","Here we have prepared mackerels without head, without tail, deskinned and without black meat. Based on CF of 2,40 used in Norway for this kind of mackerell, and based on meat weight corresponding to 71% of the net weigt of the can, the proposed CF is 1,70 (source: Oceanic Developpement survey).",1.70
1832/2002,2003,1604 15 90,unchanged,"Prepared or preserved mackerel of species Scomber australasicus, whole or in pieces (excl. minced)",In the abcence of data on this species we use CF which is an average of CFs for items 1604 15 11 and 1604 15 19 (source: Oceanic Developpement survey).,1.79
1832/2002,2003,1604 16 00,unchanged,"Prepared or preserved anchovies, whole or in pieces (excl. minced)","This item includes several types of preparations. Usually enchovy is prepared in the form of fillets, sometimes double fillets, without head and sentral bone, and mixed with ingredients such as oils and marinades. Based on CF used in Italy for this type of product (2,86) and assuming 30% of the weight of the other ingredients, the CF is 2,00  (source: Oceanic Developpement survey).",2.00
1832/2002,2003,1604 19 10,unchanged,"Prepared or preserved salmonidae, whole or in pieces (excl. salmon and minced)",By anology with item 1604 11 00 (source: Oceanic Developpement survey).,1.87
1832/2002,2003,1604 19 31,unchanged,"Fillets known as ""loins"" of fish of the genus ""Euthynnus"" prepared or preserved (excl. of skipjack [Euthynnus Katsuwonus pelamis])","By analogy with CF used for skipjack loins (36%), CF 2,78 (source: Oceanic Developpement survey).",2.78
1832/2002,2003,1604 19 39,unchanged,"Prepared or preserved fish of the genus ""Euthynnus"", whole or in pieces (excl. minced, fillets known as ""loins"" and of skipjack [Euthynnus Katsuwonus pelamis])",The same assumption as for 1604 14 11 but with lower yield due to the type of species (34%) (source: Oceanic Developpement survey).,2.21
1832/2002,2003,1604 19 50,unchanged,"Prepared or preserved fish of species Orcynopsis unicolor, whole or in pieces (excl. minced)",Same assumption as for 16 04 19 39 due to the fact that these species are similar (source: Oceanic Developpement survey).,2.21
1832/2002,2003,1604 19 91,unchanged,"Frozen raw fish fillets, coated with batter or breadcrumbs, whether or not pre-fried in oil (excl. salmonidae, herrings, sardines, sardinella, brisling or sprats, tunas, skipjack and Atlantic bonito, bonito ""sarda spp."", mackerel, anchovies, fish of species Euthynnus and fish of species Orcynopsis unicolor)","This item presents skinned and boned fillets wich are packed with addition of bread crumps. Sample made on 10 products allowed to establish that there is about 62% of fish in the buttered fillets. We consider that raw material is made from skinned and boned fillets for which we propose CF of 2,65 which was proposed for 0304 20 95. Hence the proposed CF for butted fish is 1,64 (source: Oceanic Developpement survey).",1.64
1832/2002,2003,1604 19 92,unchanged,"Cod of the species Gadus morhua, Gadus ogac, Gadus macrocephalus, prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","The products in this item include precooked preparations of cod with other ingredients. We observe that the weight of cod is about 30% to 50% of the total product weight. Here we also have preparations such as fish steaks with spices and herbs with 80% of cod. We assume that preparations are made with fillets (CF 2,85 item 0304 20 29) with an average 60% of cod in the product, thus CF ptroposed is 2,85*60%=1,53  (source: Oceanic Developpement survey).",1.71
1832/2002,2003,1604 19 93,unchanged,"Coalfish ""Pollachius virens"", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","Same assumption with 60% of coalfish in the preparations made of fillets (CF 2,55 as for 0304 29 31), hence CF is 1,53 (source: Oceanic Developpement survey).",1.53
1832/2002,2003,1604 19 94,unchanged,"Hake ""Merluccius spp., Urophycis spp."", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","Same assumption as for 1604 19 93, with average CF 2,47 for hake fillets (0304 20 58), hence proposed CF is 1,48 (source: Oceanic Developpement survey).",1.48
1832/2002,2003,1604 19 95,unchanged,"Alaska pollack ""Theragra chalcogramma"" and pollack ""Pollachius pollachius"", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","The speices dominating in this preparation is Allaska pollock. The use of this species in the prepared meals is very frequent due to the price of raw material. The sample of 30 products shows that the products contant between 25 and 92% of Alaska pollock with an average of 61%. CF for fillets was estimated at 2,95 (0304 29 85), hence CF proposed 2,95*61%=2,04 (source: Oceanic Developpement survey).",1.80
1832/2002,2003,1604 19 98,unchanged,"Fish, prepared or preserved, whole or in pieces (excl. finely minced, fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen, and salmon, herrings, sardines, anchovies, sprats, tunas, skipjack, bonito ""Sarda spp."", mackerel, sardines, salmonidae, fish of the Euthynnus spp. and of the species Orcynopsis unicolor, cod, coalfish, hake, Alaska pollack and pollack)","Without any detailed information on this item, it is proposed to use an average CF for items 1604 19 92 to 1604 19 95 (source: Oceanic Developpement survey).",1.64
1832/2002,2003,1604 20 05,unchanged,Preparations of surimi,"Surimi preparation includes surimi and texturing agents such as starch and colorants. The sample of 12 products show that surimi represents between 27 and 45% in the product, with an average of 39%. The proposed CF for surimi is 5,15 (0304 90 05), hence the proposed CF is 5,15*39%=2,01  (source: Oceanic Developpement survey).",2.01
